date,latitude,site,size,air_temp,air_temp_sd,water_temp,water_temp_sd,name
2016-07-28,33.3,NIB,17.04,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,14.47,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,13.63,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,10.34,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,15.82,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,11.45,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,15.88,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,12.7,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,11.95,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,15.67,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,11.4,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-28,33.3,NIB,9.72,18.967,7.99,21.144,7.164,North Inlet Winyah Bay NERR
2016-07-29,34,ZI,14.71,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,12.5,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,14.73,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.05,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,12.74,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,12.18,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.64,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.96,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,15.74,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.73,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,14.31,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.39,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.91,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,9.81,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,10.38,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.27,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.62,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,12.8,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.41,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.88,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.1,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.65,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,9.95,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,9.87,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,8.29,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,8.45,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,15.1,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.69,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,9.86,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,8.05,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,10.58,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,13.51,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,10.34,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,11.96,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-07-29,34,ZI,14.07,18.631,8.397,20.234,7.651,Zeke's Island NERR
2016-08-01,34.7,RC,14.19,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,11.17,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,13.88,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,17.64,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,17.41,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,12.59,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,13.62,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,16.37,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,13.04,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,10.19,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,14.98,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,13.35,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,11.83,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,11.81,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,13.59,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,11.05,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,12.5,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,12.09,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,11.44,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,10.41,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,10.19,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,9.41,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,9.4,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,10.09,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-01,34.7,RC,10.05,18.631,8.397,20.54,6.998,Rachel Carson NERR
2016-08-09,37.2,VCR,21.29,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,19.36,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,18.3,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,17.33,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,20.78,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,21.35,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,19.15,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,11.66,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,18.71,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,19.76,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,18.79,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,14.2,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,19.01,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,12.94,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,13.3,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,19.9,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,16.7,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,15.04,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,14.93,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,14.04,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,16.11,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,16.22,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,12.66,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,13.99,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,13.15,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,14.65,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,13.84,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,15.93,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,15.06,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-09,37.2,VCR,11.92,14.95,8.41,17.56,8.43,Virginia Coastal Reserve LTER
2016-08-07,39.1,DB,18.06,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,18.3,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.21,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,17.35,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,16.6,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,13.46,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15.08,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15.81,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,20.32,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,17.33,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,16.64,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.92,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,18.45,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,20.38,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,17.19,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,13.06,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,13.9,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,16.01,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.27,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,13.5,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.3,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15.12,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.25,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15.36,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.26,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,13.28,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,11.46,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,14.36,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-07,39.1,DB,15.89,13.932,9.965,15.657,9.121,Delaware Bay NERR
2016-08-08,39.6,JC,20.92,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,18.36,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.12,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.84,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.83,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,17.56,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,18.39,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,15.33,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,17.93,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,18.35,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,15.78,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,16.03,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.22,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,9.58,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,14.39,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.74,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,13.48,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,15.52,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,17.84,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,17.91,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,13.37,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,16.96,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.2,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.14,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,17.01,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,14.62,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,12.37,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,19.2,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,15.63,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-08,39.6,JC,14.62,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
2016-08-09,41.3,CT,15.52,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.26,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.62,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,16.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.96,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.26,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,11.01,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,13.47,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,16.05,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,16.35,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,16.04,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.43,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,16.29,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,13.95,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,17.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.08,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.03,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,11.56,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.73,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,17.4,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,11.3,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.03,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,17.08,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.24,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,11.34,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,19.47,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,13.5,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.8,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,17.04,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,18.06,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,12.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,11.78,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.3,CT,15.92,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
2016-08-09,41.6,NB,20.28,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,19.54,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,21.94,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,16.95,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,15.03,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,16.2,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,21.47,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.97,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,18.31,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,16.56,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,18.23,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.93,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.48,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.17,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.44,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,14.82,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,13.19,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,13.25,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,14.52,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,17.55,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,20.78,12.205,9.483,17.504,7.865,Narragansett Bay NERR
2016-07-28,41.6,NB,18.33,12.205,9.483,17.504,7.865,Narragansett Bay NERR
